Card#,Title,Artist,Year,SpotifyURL
60,It's Gonna Be Me,*NSYNC,2000,https://open.spotify.com/track/2AW37v0bDyuOzGP3XnmFuA
61,Bam Bam (feat. Ed Sheeran),Camila Cabello,2022,https://open.spotify.com/track/3lDSWvR0FXWGXo7mhDUs3v
62,Before You Go,Lewis Capaldi,2019,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
63,Late Night Talking,Harry Styles,2022,https://open.spotify.com/track/1qEmFfgcLObUfQm0j1W2CK
64,Verdamp lang her,BAP,1981,https://open.spotify.com/track/12Gf7Ffl7pxj7mQF1ehRBy
65,Wenn du da bist,Pur,1997,https://open.spotify.com/track/2N6WGLd6Tz7KA4AnyjCEeL
66,Why ?,Bronski Beat,1984,https://open.spotify.com/track/7vOLJwP5O0woITaIQWOoUX
67,No More ""I Love You's"",Annie Lennox,1995,https://open.spotify.com/track/2Pn5gvVioma5LHPxgEBBmD
68,Are You Gonna Go My Way,Lenny Kravitz,1993,https://open.spotify.com/track/45Ia1U4KtIjAPPU7Wv1Sea
69,Halo,Beyoncé,2008,https://open.spotify.com/track/2MfOcbtgz2yTsiznFmVZUN
70,Sadeness - Pt. 1 / Radio Edit,Enigma,1990,https://open.spotify.com/track/3MVm36ouM56jbP5rORxbVy
71,Clint Eastwood,Gorillaz,2001,https://open.spotify.com/track/1RKUoGiLEbcXN4GY4spQDx
72,Rome Wasn't Built in a Day,Morcheeba,2000,https://open.spotify.com/track/6lsumzVFKP9SnfKcuGwqVp
73,Got to Get It,Culture Beat,1993,https://open.spotify.com/track/7kWmT6l911OFlkhhSV6KlM
74,Herz über Kopf,JORIS,2015,https://open.spotify.com/track/2krwNGlAHQuClcMw0WMUiz
75,Talk Dirty (feat. 2 Chainz),Jason Derulo,2013,https://open.spotify.com/track/5l3CML2OnzfNs5RfVgbcLt
76,Dr. Stein,Helloween,1989,https://open.spotify.com/track/4ruoHt9djeeWpK8hZNbcnV
77,Rather Be (feat. Jess Glynne),Clean Bandit,2014,https://open.spotify.com/track/3s4U7OHV7gnj42VV72eSZ6
78,Little Talks,Of Monsters and Men,2011,https://open.spotify.com/track/2ihCaVdNZmnHZWt0fvAM7B
79,Lemon Tree,Fools Garden,1996,https://open.spotify.com/track/2epbL7s3RFV81K5UhTgZje
80,Give Me More,The Teens,1980,https://open.spotify.com/track/7kEYIN8pyXhs3YTbpB6A14
81,She Bangs - English Version,Ricky Martin,2000,https://open.spotify.com/track/1uPrIHgYztXSkkcts9jet8
82,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,1979,https://open.spotify.com/track/3vkQ5DAB1qQMYO4Mr9zJN6
83,Only Time,Enya,2000,https://open.spotify.com/track/6FLwmdmW77N1Pxb1aWsZmO
84,Reptilia,The Strokes,2003,https://open.spotify.com/track/57Xjny5yNzAcsxnusKmAfA
85,Du hast den Farbfilm vergessen,Nina Hagen,1974,https://open.spotify.com/track/2GsdNfuxE4tHS1Hj5hfVVf
86,Che Sarà,José Feliciano,1971,https://open.spotify.com/track/6iqsiU2itAGNSd77Uq1esa
87,Telepatía,Kali Uchis,2020,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
88,You Can't Hurry Love,The Supremes,1966,https://open.spotify.com/track/1OppEieGNdItZbE14gLBEv
89,Common People - Full Length Version,Pulp,1995,https://open.spotify.com/track/2fXKyAyPrEa24c6PJyqznF
90,Back To Black,Amy Winehouse,2006,https://open.spotify.com/track/30FURVTCpbKyykjSEQzGkH
91,Leichtes Gepäck,Silbermond,2015,https://open.spotify.com/track/2kUUMGxMFcKItXfy36x7Th
92,Around the World (La La La La La) - Radio Version,A Touch Of Class,2000,https://open.spotify.com/track/7CvOnbFdnIoXMQ4eFCo5lB
93,Delilah,Tom Jones,1968,https://open.spotify.com/track/2v8B8d17Xxu9uLU5sNiHSL
94,We Found Love,Rihanna,2011,https://open.spotify.com/track/0U10zFw4GlBacOy9VDGfGL
95,Easy On Me,Adele,2021,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX
96,Material Girl,Madonna,1984,https://open.spotify.com/track/22sLuJYcvZOSoLLRYev1s5
97,"Get Up I Feel Like Being Like A Sex Machine, Pts. 1 & 2",James Brown,1970,https://open.spotify.com/track/3O6vnHNDaND7Qc79JxkPRQ
98,Rebel Yell,Billy Idol,1983,https://open.spotify.com/track/4TIJ7zSBNejpoIPaWpWRKc
99,I Still Haven't Found What I'm Looking For,U2,1987,https://open.spotify.com/track/6wpGqhRvJGNNXwWlPmkMyO
100,Higher Love - 1990 Original Mix,Whitney Houston,1990,https://open.spotify.com/track/6vqEctRr6hDFEeIkFUNWUf
101,Eisbär,Grauzone,1981,https://open.spotify.com/track/6dO3t1e3pb7sxyDQbDyVNX
102,Baby Jane - 2008 Remaster,Rod Stewart,1983,https://open.spotify.com/track/1wrT33b6HuKlpk9ziscEUY
103,Maria (I Like It Loud),Scooter,2003,https://open.spotify.com/track/4wlxXre2tjcc1INh2Z3i5b
104,Zukunft Pink (feat. Inéz),Peter Fox,2022,https://open.spotify.com/track/4YxZQd3I4rj1nqkXgvpCk4
105,Give It Away,Red Hot Chili Peppers,1991,https://open.spotify.com/track/0uppYCG86ajpV2hSR3dJJ0
106,Uptown Girl,Billy Joel,1983,https://open.spotify.com/track/5zA8vzDGqPl2AzZkEYQGKh
107,Good Feeling,Flo Rida,2011,https://open.spotify.com/track/2LEF1A8DOZ9wRYikWgVlZ8
108,Don't Be Aggressive - Radio Edit,Sandra,1992,https://open.spotify.com/track/1qaV8BaFWrHFqHLQlOcsQx
109,Padam Padam,Kylie Minogue,2023,https://open.spotify.com/track/44MuEHdlociG8KjhPhOVw5
110,Maniac,Michael Sembello,1983,https://open.spotify.com/track/0QKfiqpEU4h9ycPSzIFwYe
111,Tausendmal Du,Münchener Freiheit,1986,https://open.spotify.com/track/7Ibka09YMWKIDMql9c98Pl
112,So soll es bleiben - Single Edit,Ich + Ich,2007,https://open.spotify.com/track/6bm0ZnBMzYY92gKjz3ypRS
113,Over My Shoulder,Mike + The Mechanics,1995,https://open.spotify.com/track/6DKM07xOL59GExqNgE8LFM
114,Die Young,Kesha,2012,https://open.spotify.com/track/7EQGXaVSyEDsCWKmUcfpLk
115,Incomplete,Backstreet Boys,2005,https://open.spotify.com/track/0CnD7Hiw6pae6rLsZw5q5W
116,Your Love (9PM),ATB,2021,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
117,Can't Wait Until Tonight - Radio Version,Max Mutzke,2004,https://open.spotify.com/track/38BOqNwnYLMBZuJ5COw4n8
118,Killing In The Name,Rage Against The Machine,1992,https://open.spotify.com/track/59WN2psjkt1tyaxjspN8fp
119,Pray For Me,The Weeknd,2018,https://open.spotify.com/track/6huNf4dutXRjJyGn7f5BPS
120,Beat It,Michael Jackson,1982,https://open.spotify.com/track/1OOtq8tRnDM8kG2gqUPjAj
121,Hall of Fame (feat. will.i.am),The Script,2012,https://open.spotify.com/track/7wMq5n8mYSKlQIGECKUgTX
122,Shake It Out,Florence + The Machine,2011,https://open.spotify.com/track/71iSmEeF0qRVyULABxP75P
123,Sie sieht mich nicht,Xavier Naidoo,1999,https://open.spotify.com/track/3a3PdavN2xzZTe9TtmnNyE
124,One Way Or Another - Remastered 2001,Blondie,1978,https://open.spotify.com/track/4cQJ27R11K634x5qCOwKW5
125,Fuck You,Lily Allen,2008,https://open.spotify.com/track/6ylAVPbjRQoNY0khgh63Jf
126,Cosmic Girl - Remastered 2013,Jamiroquai,1996,https://open.spotify.com/track/6y0Etr2KJr0sdcEp7ajoUK
127,We Will Rock You - Remastered 2011,Queen,1977,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn
128,Boombastic,Shaggy,1995,https://open.spotify.com/track/4fxF8ljwryMZX5c9EKrLFE
129,When I Grow Up,The Pussycat Dolls,2008,https://open.spotify.com/track/21pySLskKIKrhDziCX5ojQ
130,Ain't No Other Man,Christina Aguilera,2006,https://open.spotify.com/track/7huo2wvrCgRucUsjdSDLQV
131,Zeit,Rammstein,2022,https://open.spotify.com/track/2KsHzM4L7ThhNJB6MHXkPx
132,Deine Stimme,Pe Werner,1993,https://open.spotify.com/track/5Qc2kNC0IIIfEJWHo2ItJv
133,All Around the World - Remastered,Lisa Stansfield,1989,https://open.spotify.com/track/1DapqOfkDAQCiKnvfwKo0g
134,Welcome To The Jungle,Guns N' Roses,1987,https://open.spotify.com/track/0G21yYKMZoHa30cYVi1iA8
135,True - 2003 Remaster,Spandau Ballet,1983,https://open.spotify.com/track/10I09MLZCY4pK37XxAfkw0
136,good 4 u,Olivia Rodrigo,2021,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
137,Let You Love Me,Rita Ora,2018,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
138,Rasputin,Boney M.,1978,https://open.spotify.com/track/5lWSa1rmuSL6OBPOnkAqoa
139,Unbelievable,EMF,1988,https://open.spotify.com/track/5VYTKiOnHw4iTrB9pG3yum
140,Without Me,Eminem,2002,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
141,You're Makin' Me High,Toni Braxton,1996,https://open.spotify.com/track/5bJ796cOnGBzSN5bm4mwMj
142,Love Yourself,Justin Bieber,2015,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
143,So What,P!nk,2008,https://open.spotify.com/track/0JiY190vktuhSGN6aqJdrt
144,Sarà perché ti amo,Ricchi E Poveri,1981,https://open.spotify.com/track/7037bX3jdaUWUAXL12CHGy
145,Big in Japan - Single Version; 2019 Remaster,Alphaville,1984,https://open.spotify.com/track/3TieIQTlipul7oxGldyX09
146,Roller,Apache 207,2019,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
147,Attention,Charlie Puth,2017,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
148,"Lo Que Pasó, Pasó",Daddy Yankee,2004,https://open.spotify.com/track/40a82F3K2UTbeoLlXXXZBd
149,Ordinary World,Duran Duran,1993,https://open.spotify.com/track/0wokCRaKD0zPNhMRXAgVsr
150,What A Man Gotta Do,Jonas Brothers,2020,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
151,PROVENZA,KAROL G,2022,https://open.spotify.com/track/3HqcNJdZ2seoGxhn0wVNDK
152,Augen auf!,OOMPH!,2004,https://open.spotify.com/track/6gcFq5UOdNa8LzTRd4lldD
153,Lets Go Surfing,The Drums,2010,https://open.spotify.com/track/49skdn8Truaufvcz8BXmtT
154,Hungry Heart,Bruce Springsteen,1980,https://open.spotify.com/track/1KsI8NEeAna8ZIdojI3FiT
155,Don't Start Now,Dua Lipa,2019,https://open.spotify.com/track/2ThsBNtjuUEERqcpXQEoYR
156,Feeling Good,Nina Simone,1965,https://open.spotify.com/track/6Rqn2GFlmvmV4w9Ala0I1e
157,Ride on Time,Black Box,1989,https://open.spotify.com/track/3pgainA2dH9c7e8JVYGRCN
158,7 Seconds (feat. Neneh Cherry),Youssou N'Dour,1994,https://open.spotify.com/track/4sv1iemiMkkZVTUbV16C8L
159,Rise & Fall (feat. Sting),Craig David,2002,https://open.spotify.com/track/23ehR4jpFQFMfDADgFdXR7
160,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Afrojack Remix",David Guetta,2015,https://open.spotify.com/track/5Ok52kEHxudhX1n2RvqyIe
161,Still Loving You,Scorpions,1984,https://open.spotify.com/track/0RdUX4WE0fO30VnlUbDVL6
162,Rocky,Frank Farian,1976,https://open.spotify.com/track/1KvOQr08NPFBQF9THBCgE8
163,"Hurra, hurra, die Schule brennt",Extrabreit,1980,https://open.spotify.com/track/4LI4YCdKH2fLjyhtbtHXrY
164,My Way,Frank Sinatra,1969,https://open.spotify.com/track/3spdoTYpuCpmq19tuD0bOe
165,Higher,Taio Cruz,2010,https://open.spotify.com/track/6AxCr5G75R5rqyNCYWVpTo
166,Learn to Fly,Foo Fighters,1999,https://open.spotify.com/track/5OQsiBsky2k2kDKy2bX2eT
167,Island In The Sun,Weezer,2001,https://open.spotify.com/track/2MLHyLy5z5l5YRp7momlgw
168,Blame It on the Boogie,The Jacksons,1978,https://open.spotify.com/track/3qI94hINNNeb4S7xQi18lS
169,Wicked Game,Chris Isaak,1989,https://open.spotify.com/track/7w5AOd6HrDIHewHfpABEss
170,Ich liebe dich,Clowns & Helden,1987,https://open.spotify.com/track/1iTFJGcZT9gA0CzlSCTQ8r
171,Personal Jesus - Single Version,Depeche Mode,1990,https://open.spotify.com/track/4UCTgh5jvtqoaMX6MAhUNn
172,How to Save a Life,The Fray,2005,https://open.spotify.com/track/5fVZC9GiM4e8vu99W0Xf6J
173,Everybody Needs Somebody to Love,The Blues Brothers,1980,https://open.spotify.com/track/1CtKHwDqsH3ctcCCI18N0g
174,Nothing Else Matters,Metallica,1990,https://open.spotify.com/track/6QAsrXPnMSXIbV0yEJHlEX
175,Blank Space,Taylor Swift,2014,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
176,Pure Shores,All Saints,2000,https://open.spotify.com/track/6ZLGthToczpvnL5Eoy6yrY
177,Without You,Mariah Carey,1993,https://open.spotify.com/track/0pkIJFV6mviH9dmBYsFwTM
178,Let's Get It Started - Spike Mix,Black Eyed Peas,2003,https://open.spotify.com/track/4hfIVhq0F0zFUcrbecsYmo
179,Chelsea Dagger,The Fratellis,2006,https://open.spotify.com/track/1bCmvezFg5MRcENzCGG1Cy
180,My Favourite Game,The Cardigans,1998,https://open.spotify.com/track/0Ui05Ov0s4PnRc4JI3Pilg
181,Eye In The Sky,The Alan Parsons Project,1982,https://open.spotify.com/track/2sIbHjfJ3nbMXNz4w03fWv
182,Message In A Bottle,The Police,1979,https://open.spotify.com/track/1oYYd2gnWZYrt89EBXdFiO
183,Careless Whisper,George Michael,1984,https://open.spotify.com/track/5WDLRQ3VCdVrKw0njWe5E5
184,In meinem Benz,AK AUSSERKONTROLLE,2020,https://open.spotify.com/track/6BXyD6UUPizpRpA7iOi99r
185,It Never Rains in Southern California,Albert Hammond,1972,https://open.spotify.com/track/6tunhVGD8C05MZNjSVIsjw
186,Telephone,Lady Gaga,2009,https://open.spotify.com/track/4TCL0qqKyqsMZml0G3M9IM
187,Always on My Mind,Pet Shop Boys,1987,https://open.spotify.com/track/07ABETRdek3ACMpRPvQuaT
188,When Love Takes Over (feat. Kelly Rowland),David Guetta,2009,https://open.spotify.com/track/0GWGZA5mxo9nHuSyrj70uo
189,In The Dark,Purple Disco Machine,2022,https://open.spotify.com/track/52qTK7CEx1Vso4Evkx6ZCM
190,Mit freundlichen Grüßen,Die Fantastischen Vier,1999,https://open.spotify.com/track/4BwQLePZSn9X2HoTwNpoLg
191,Imagine - Remastered 2010,John Lennon,1971,https://open.spotify.com/track/7pKfPomDEeI4TPT6EOYjn9
192,Du liebst mich nicht,Sabrina Setlur,1997,https://open.spotify.com/track/4OH0l5mfOTe7bPpfLvMsqk
193,Say My Name,Destiny's Child,1999,https://open.spotify.com/track/7H6ev70Weq6DdpZyyTmUXk
194,Have You Ever Really Loved A Woman?,Bryan Adams,1995,https://open.spotify.com/track/6a5Gi94rOk6cpK5NDk1s1x
195,You Oughta Know - 2015 Remaster,Alanis Morissette,1995,https://open.spotify.com/track/3jS7bB0oXVOwGFZn3aE5NV
196,Good as Hell,Lizzo,2019,https://open.spotify.com/track/6KgBpzTuTRPebChN0VTyzV
197,Parklife - 2012 Remaster,Blur,1994,https://open.spotify.com/track/7FSzJQV6thyoQptFCUTV9c
198,Don't Look Back In Anger,Oasis,1995,https://open.spotify.com/track/7ppPZa3TRUSGKaks9wH7VT
199,Thank You,Dido,1998,https://open.spotify.com/track/3yUcJwYu7fXAfqMj9krY6l
200,Sing It Back - Boris Musical Mix - Edit,Moloko,1999,https://open.spotify.com/track/4O0LwyuV3U18Hg5AxILDlI
201,Just A Girl,No Doubt,1995,https://open.spotify.com/track/5lWRaa0fBxDE5yU91npPq7
202,Let This Party Never End,Mark 'Oh,2002,https://open.spotify.com/track/0ObRC3dRhPZr3HRCkYf25O
203,Sie weiß (feat. Mero),AYLIVA,2023,https://open.spotify.com/track/6JUeZ04YG6WIy937AgIPsR
204,Candy,Robbie Williams,2012,https://open.spotify.com/track/5NlFXQ0si6U87gXs6hq81B
205,In the Shadows,The Rasmus,2003,https://open.spotify.com/track/1fr92Vupmcs2vgLMFVQ7rd
206,What's Love Got to Do with It - 2015 Remaster,Tina Turner,1984,https://open.spotify.com/track/3ErsOxqe2RmXkR65wkygDz
207,Mensch,Herbert Grönemeyer,2002,https://open.spotify.com/track/2urspvjqMlyq8JVAudN3DK
208,Paper Planes,M.I.A.,2007,https://open.spotify.com/track/1ixbwbeBi5ufN4noUKmW5a
209,Cry Me a River,Justin Timberlake,2002,https://open.spotify.com/track/7Lf7oSEVdzZqTA0kEDSlS5
210,Sultans Of Swing,Dire Straits,1978,https://open.spotify.com/track/37Tmv4NnfQeb0ZgUC4fOJj
211,Dear Future Husband,Meghan Trainor,2015,https://open.spotify.com/track/5MEYDJVJMaGAXfddTo0D6J
212,Und wenn ein Lied - Radio Edit,Söhne Mannheims,2004,https://open.spotify.com/track/7CFr7KuO7CWuqxJ3PtByXC
213,Treat You Better,Shawn Mendes,2016,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
214,Beautiful Life,Ace of Base,1995,https://open.spotify.com/track/74jTexO94dFGyXGyeu8krd
215,Better in Time,Leona Lewis,2007,https://open.spotify.com/track/2iXBZ32Fz5VDCLeE0JIdX5
216,In the Navy,Village People,1978,https://open.spotify.com/track/09ktZo1FovsWumORLcKcxU
217,Kiss Me Thru The Phone,Soulja Boy,2008,https://open.spotify.com/track/2q4rjDy9WhaN3o9MvDbO21
218,Something Just Like This,The Chainsmokers,2017,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
219,I Just Called To Say I Love You,Stevie Wonder,1984,https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs
220,Dreams,The Cranberries,1993,https://open.spotify.com/track/4JGKZS7h4Qa16gOU3oNETV
221,Kids,MGMT,2007,https://open.spotify.com/track/1jJci4qxiYcOHhQR247rEU
222,Keine Amnestie für MTV,Böhse Onkelz,2002,https://open.spotify.com/track/61mjDq7ShrHXK65WfM1P1Q
223,Über sieben Brücken musst du geh'n - Digitally Remastered,Peter Maffay,1980,https://open.spotify.com/track/27paFfHJLzuVTiOHi4uJUa
224,Kein Zurück,Wolfsheim,2003,https://open.spotify.com/track/5NGsvd9Wf6fzu3Dux4DQAu
225,Sunshine Of Your Love,Cream,1967,https://open.spotify.com/track/6FRwDxXsvSasw0y2eDArsz
226,Westerland,Die Ärzte,1988,https://open.spotify.com/track/5aWpvFnByyWodgqYlC9kha
